"V1","V2","V3"
0.772390682948753,0.760432987939566,-1.24421728715745
0.374812482856214,0.393348941812292,124.517285815379
0.171575699234381,0.360287643270567,122.00065347387
0.600285569904372,0.63847781275399,143.780593650228
0.131679177982733,0.918422298273072,21.3259398002971
0.420338025549427,0.146872732788324,68.6947308037532
0.908881005598232,0.273407648084685,177.745570076886
0.145547835156322,0.129210591549054,21.2070010417527
0.590581520227715,0.481790304416791,84.408499449731
0.666251114103943,0.433439925545827,31.259493162156
0.0910756350494921,0.199357750127092,75.2308600944187
0.805277587845922,0.994489926146343,6.48589212966701
0.139997568679973,0.603262366261333,67.6640589598942
0.797620278317481,0.843970390269533,4.29522939970638
0.151314116548747,0.136395878857002,20.8715849237316
0.998470760183409,0.707144798943773,17.5477249795517
0.615344691555947,0.53271722048521,85.4735677578596
0.484090964309871,0.0700585409067571,62.7655988423114
0.922783955931664,0.389497141586617,172.639738014298
0.446075748419389,0.0673627532087266,54.9551458353607
0.337202744791284,0.362832804676145,100.494296651239
0.423813940724358,0.803663294762373,-3.34006074321806
0.325432128272951,0.183686223579571,29.2868784723383
0.115105892065912,0.463899730239064,118.021966498498
0.375126058934256,0.850568619789556,5.62258560134975
0.867767255520448,0.871774343075231,2.06975139497077
0.767138244118541,0.0341315888799727,-1.49317123065252
0.886654402129352,0.021892570424825,9.63817245852123
0.903010306181386,0.394140989519656,165.127974938564
0.417136473581195,0.610741267679259,127.473454243899
0.886906239902601,0.25547483866103,171.325273874627
0.994309063069522,0.511790772899985,80.3378358081675
0.417156170122325,0.607041486073285,133.639628279899
0.473526617512107,0.883290967205539,-5.66136566595429
0.704619885189459,0.154227632796392,118.924470202905
0.693901584949344,0.439867372158915,32.1491799981268
0.294270349899307,0.0690608979202807,27.8052038568916
0.78018616582267,0.886419768678024,5.17350905954144
0.591957253403962,0.917568953242153,-3.07438407503052
0.580605354858562,0.293471164535731,68.1462241850987
0.941238672472537,0.876111916732043,4.26340480860998
0.687205161433667,0.846189240226522,11.8637764149879
0.209858211921528,0.189188658026978,21.8850670882968
0.376751644769683,0.16712316358462,44.7907573621817
0.800964877940714,0.279297868255526,189.155388404743
0.744422502582893,0.0873625057283789,16.9939139572068
0.775194637477398,0.371768514392897,115.782975421086
0.456266263499856,0.643783205887303,111.705331008693
0.427492711460218,0.857818316668272,-4.21334003267032
0.00901001435704529,0.615618534153327,37.4408561042953
0.592365831369534,0.260763849830255,98.9069543621357
0.785852710017934,0.775167696643621,0.00699888946023464
0.566400164039806,0.743276107823476,129.445177142438
0.362138672731817,0.977910563815385,2.78485203773393
0.0320511753670871,0.858451070962474,7.68503660495892
0.183860492892563,0.596802238142118,74.9101015911799
0.663752906955779,0.434280892368406,31.1594486477405
0.923365144990385,0.847898259060457,3.72613637074689
0.0157395978458226,0.181305470643565,114.252660675303
0.5053419561591,0.416618111310527,107.615982353328
0.438708873931319,0.178422581404448,73.5478248817919
0.717098077060655,0.400976240634918,58.7858830852032
0.970772065687925,0.498835027217865,90.1182264932696
0.246716951718554,0.919815478380769,8.29088068383413
0.118700308259577,0.0302771672140807,7.88299867603899
0.399237241828814,0.689762316877022,13.2242836730653
0.590465927962214,0.878925237571821,7.95936035134576
0.899009665008634,0.803254830185324,4.75225892098818
0.423079157946631,0.230871002655476,58.3447032525362
0.548799484968185,0.791832993272692,75.5161610384518
0.742683068383485,0.134565163403749,75.7564686918979
0.810471542179585,0.796498384326696,2.74091490499238
0.924006637418643,0.906436872202903,1.59181300443745
0.125552491983399,0.560105444630608,67.9142966304074
0.634160158224404,0.491552243940532,48.7770767615058
0.403725819662213,0.343844252871349,92.644347337548
0.660474365344271,0.373505662195385,50.6375650097515
0.297391014406458,0.357049605343491,92.0838580318701
0.840087244054303,0.667553719133139,9.68706359308444
0.590537257026881,0.668889035936445,155.35195428272
0.759845009539276,0.86380673549138,4.84954840599308
0.737714398885146,0.811304483097047,4.5639517208122
0.719081775052473,0.673689824528992,9.35225585020131
0.444889958249405,0.6543942571152,84.9418563703207
0.441078943666071,0.211132468422875,66.6647247223905
0.628385544987395,0.150555650005117,134.118670667717
0.284102049190551,0.922740950714797,3.83897900093094
0.818137606605887,0.459378311177716,72.964616032757
0.904773344285786,0.663425746141002,13.0305611997678
0.140030491398647,0.0231004415545613,7.27726666692301
0.718165904050693,0.737586905946955,11.4770071387309
0.258087362861261,0.53934059292078,81.3442589679905
0.193591159535572,0.879770989296958,20.2151605121677
0.846234608674422,0.154790703905746,67.047343028976
0.499522326746956,0.650657569756731,150.025765854746
0.646111860871315,0.602868111571297,71.9966514140152
0.542654515011236,0.779100462328643,84.8844257689891
0.0985417845658958,0.774159416789189,15.7395631326256
0.0676008064765483,0.635299356188625,44.5710394677918
0.108278716215864,0.752863983390853,20.0260313674392
0.262165104039013,0.162791929440573,17.632309321496
0.0807140641845763,0.227313002571464,97.9105744636886
0.186707417014986,0.950504750711843,16.0992147594945
0.724111437331885,0.352760325418785,101.512175915403
0.508810463827103,0.932547982316464,-3.6682004040699
0.866359051549807,0.72517553018406,7.47376922137492
0.636511175660416,0.793294393690303,61.6885066785941
0.536521518835798,0.720667043235153,131.421872678792
0.259408320998773,0.297203087015077,77.3006571797906
0.543247292283922,0.0985414413735271,93.6752372199071
0.875084825791419,0.993812257191166,4.38697079803907
0.067337695742026,0.988687248202041,13.9838597030863
0.085659816628322,0.792826924240217,13.5392966719342
0.522178298560902,0.112663222244009,105.313628757132
0.979436904191971,0.399097077315673,163.098793340016
0.0854764559771866,0.688865364762023,34.3423817728956
0.37507629673928,0.924067641375586,0.360922904574274
0.281934932805598,0.230604222742841,39.3752128096178
0.791988614248112,0.149450236000121,78.5381433634929
0.316464889096096,0.0794959620106965,31.9554583055986
0.231350795133039,0.356963022379205,94.3055028448865
0.500363541068509,0.547584655694664,220.692433699669
0.715147877810523,0.298494054935873,146.219653561521
0.890923123806715,0.620120434090495,18.9379487099189
0.353199612814933,0.667537470813841,29.7624530145687
0.194116087630391,0.00171032920479774,10.1444041626028
0.823434371966869,0.395304663106799,124.854547072284
0.689221332082525,0.0222906777635217,-0.0271685087502931
0.904426327906549,0.227390400832519,139.303350318929
0.230698630912229,0.401790504343808,82.0215140672887
0.657037101686001,0.920077753253281,0.441368986492151
0.832215853268281,0.607971525052562,16.0006474410657
0.745218540541828,0.565465616993606,9.99237337455519
0.0931555025745183,0.198253257200122,73.2314338461934
0.495947257615626,0.498244268586859,203.086932055914
0.915160623611882,0.0944794330280274,4.64587408930078
0.433477446204051,0.698585839010775,26.8845824141556
0.328419485362247,0.730744265951216,19.0663814535573
0.1926752878353,0.746917725075036,40.3286337410827
0.856852156342939,0.899942575255409,1.1083445556596
0.723007516004145,0.692691915901378,7.73522483934261
0.961190502624959,0.947184356162325,7.9548286778152
0.396184473065659,0.631914852187037,78.8946219485127
0.697797358734533,0.251406833063811,168.028637065732
0.630068905185908,0.33224255614914,62.3215426850174
0.806176809826866,0.246750117279589,184.319391761026
0.913214551750571,0.775374429533258,5.94741471274713
0.873482326045632,0.40816720132716,142.810260072737
0.0236888225190341,0.2307734049391,133.75793464469
0.381489629857242,0.359080862253904,103.184413094998
0.0515168877318501,0.373815156286582,187.392098836175
0.709684623172507,0.165291530778632,131.651596543335
0.892963697435334,0.448644130956382,118.440932011857
0.0536586949601769,0.639621175359935,40.4003858946252
0.314517912454903,0.117606112267822,29.917854184852
0.394445803249255,0.110960147110745,56.083762165922
0.345036011654884,0.650093746837229,46.4962101512807
0.32939619361423,0.377681259065866,103.507310014045
0.506818351102993,0.721048743929714,99.2517946436061
0.31082385731861,0.7504275389947,28.2051199395436
0.547410532366484,0.761164923198521,105.36223164092
0.19617356127128,0.627939578145742,79.1263897594962
0.975102311233059,0.507955751614645,83.0798511144173
0.324942862614989,0.833767306059599,20.8424680616993
0.914407225558534,0.157047857064754,51.7776151217587
0.185176976257935,0.519829977769405,57.2584266472068
0.31098898826167,0.0796335730701685,30.9841463094287
0.462060861755162,0.370526330778375,92.3887556634343
0.604486571392044,0.878343610092998,8.60911835342002
0.0376121941953897,0.154900504043326,87.1816314303101
0.656947129871696,0.0974889863282442,60.3728152005569
0.0093621127307415,0.00831050821579993,10.5818910802414
0.321834649890661,0.365973608801141,98.2251764334117
0.0879709455184639,0.0183134486433119,6.57207665108549
0.422292774077505,0.288488844409585,66.5995666353918
0.997383822919801,0.276482323883101,145.152939310853
0.604926179628819,0.892744736978784,2.6938002108305
0.388446750119328,0.565473761642352,174.817840977394
0.477329939370975,0.555638798046857,225.389985170758
0.351966792251915,0.942605538060889,-0.0952896984915412
0.847579336259514,0.709395149257034,7.20624504128745
0.712800543056801,0.573340629925951,13.0805225903921
0.517998488852754,0.289572369074449,59.3341483146355
0.762482487596571,0.886608626926318,5.27984065309471
0.714235321152955,0.291935643646866,151.172536072028
0.311787718441337,0.089368880726397,31.2202044379796
0.362175144255161,0.935133612714708,0.210260616933866
0.613744088448584,0.934076479868963,-2.3380350553952
0.707201702985913,0.0656254934147,9.70139421383217
0.677898005349562,0.671202190686017,45.1038622176771
0.420749212382361,0.661476880079135,53.1960989642898
0.583344750339165,0.521382011240348,120.167494278072
0.93843025364913,0.144692483358085,35.9099214760402
0.0171828649472445,0.532817811938003,86.74864424489
0.612327001523226,0.369392518186942,41.2026872229625
0.173508225474507,0.229912163689733,50.2667359048191
0.620430638082325,0.889654903672636,4.06242489587671
0.0383565425872803,0.435862720012665,174.293825131383
0.95225173747167,0.0303427656181157,12.0687968948647
0.0202593966387212,0.347784476354718,180.257816403377
0.89705933118239,0.286147280596197,186.481112486566
0.160508294356987,0.240312861278653,62.1293766474985
0.723099497845396,0.926376701565459,4.84248378636037
0.846819897880778,0.66063752444461,11.0530444279916
0.535933611216024,0.909221394686028,-4.61121920363973
0.477411770494655,0.360722857527435,79.1816048386255
0.217485132627189,0.483875998528674,55.679614774544
0.581401775358245,0.158877524081618,139.367192815585
0.549800637410954,0.364714252995327,50.086528193795
0.969269647961482,0.248392829671502,136.215995876685
0.571302832569927,0.776779889594764,99.0671777739172
0.293615162139758,0.361932980129495,92.0288771013255
0.0603089639917016,0.891944373957813,11.6681404386196
0.02066216384992,0.413412109017372,182.519190899559
0.105972137534991,0.99263353087008,19.8117378850568
0.874337523011491,0.3198650367558,190.301503459709
0.417619726154953,0.605617553927004,136.354891176538
0.213136638747528,0.137416341342032,13.6556707635073
0.644456113688648,0.906643988098949,0.764335479554063
0.134618167066947,0.319045280572027,131.88750944472
0.289449081290513,0.203532623127103,28.2689578986763
0.531484350794926,0.646086807595566,175.378970942702
0.20473816152662,0.295147973112762,86.7266198124976
0.0738446316681802,0.667844452429563,37.9056802852983
0.569336353801191,0.598085918230936,171.268691395323
0.410770215559751,0.348628450650722,94.0854406954144
0.576857941690832,0.282588958274573,74.3951727855632
0.436860525049269,0.525643741246313,233.137652695648
0.353293924359605,0.885118078207597,6.26447524647848
0.859982229303569,0.391598785528913,148.496913153219
0.248642905149609,0.680450607324019,65.6223346605531
0.273827765602618,0.710874077165499,48.7913378416407
0.517095148796216,0.872423899360001,1.57555959868493
0.0421269214712083,0.53012789064087,91.8077239912484
0.169437941396609,0.630453357007354,73.6685390133795
0.235138936899602,0.223314517177641,35.4597102680829
0.827458553947508,0.779769353102893,3.49489277218466
0.529796780319884,0.50443810923025,174.675280410532
0.432680248748511,0.715007378719747,15.8528906627415
0.877402439946309,0.735388802131638,7.25277997651096
0.64760796003975,0.445961196208373,32.8281456905354
0.680653210729361,0.757632655557245,39.6809694320855
0.0520766682457179,0.839825564762577,10.5099851091255
0.0599046612624079,0.633597566979006,43.2069902326618
0.69216141034849,0.61090328800492,24.4685269876373
0.01331841154024,0.646661462262273,31.8543302973772
0.547697107773274,0.553100827382877,183.320868901842
0.836269975407049,0.194411602104083,125.26912332155
0.804740751860663,0.56731766439043,19.318049941351
0.915447437902912,0.398757317336276,165.437636627355
0.858298689359799,0.669271497987211,11.1656367295561
0.623162549687549,0.438886588672176,40.2976121328291
0.892701269127429,0.350838538724929,185.132112162493
0.0663139685057104,0.19496487127617,90.2239552555749
0.656352217076346,0.571184257278219,51.5626943289216
0.583695938345045,0.168250929564238,142.05406459353
0.921001279260963,0.19125782744959,90.5352390166644
0.26931949518621,0.303643288789317,79.3126487986314
0.183465239824727,0.847584411501884,22.8371088707667
0.670792676508427,0.730915839318186,54.620812683118
0.428217429434881,0.330887074349448,80.908931181434
0.499657247215509,0.900495255365968,-5.54093023297424
0.321169738192111,0.664647950325161,42.6990348726475
0.727885431842878,0.837755312910303,5.86616554168349
0.865136686014012,0.276186022209004,187.142668173586
0.710451778490096,0.403959075454623,53.7985668793152
0.980828399769962,0.678031507181004,16.8223823139929
0.165532856248319,0.85573446447961,21.775330694483
0.933567329775542,0.0729617110919207,2.25310681331754
0.629010755103081,0.157798011787236,139.866381597357
0.682881034677848,0.573428440839052,28.2809295674838
0.0646332711912692,0.177888718666509,82.5995068758514
0.201650956412777,0.986995659535751,14.6952039507624
0.169197533512488,0.89556311070919,20.7073916460375
0.899643971817568,0.031270905630663,6.64967474012303
0.855054563609883,0.323066725861281,186.042284025514
0.948418832849711,0.00512426602654159,20.9088029408405
0.859684198861942,0.63727721455507,14.6805317585693
0.105761413229629,0.820906430948526,15.5368824887077
0.480009824270383,0.889693940989673,-5.76916601710327
0.668807979673147,0.00377448298968375,2.59521229844096
0.881819989066571,0.209650739794597,127.002925958365
0.213436283171177,0.226451010908931,39.1973287266885
0.007044468075037,0.374638918088749,182.38836873943
0.731331808725372,0.7479913670104,5.17701502249976
0.190719356760383,0.807628244394436,27.0675322352027
0.323605252197012,0.53656715573743,138.390806080214
0.116700598970056,0.81933987303637,16.5778264467146
0.341692374786362,0.990555501775816,3.2995472579366
0.33880368527025,0.88451070850715,8.32770385245562
0.200269164284691,0.461647213669494,62.2914702986989
0.407152476487681,0.105976701248437,60.7061167445612
0.189655396156013,0.892660264857113,19.2779707605338
0.77462577726692,0.426756601780653,71.3412004073823
0.524997571250424,0.706109387800097,131.464195672308
0.327157590072602,0.579680562252179,115.060304949894
0.369022527709603,0.733043764252216,-0.178698328488132
0.230789441848174,0.0661520205903798,18.1222350889453
0.156826286809519,0.442364775575697,97.9973110090015
0.734314657282084,0.673713055206463,2.78159845878164
0.341155908536166,0.582984099164605,119.904081482731
0.718238327186555,0.0427259439602494,-1.01963354683554
0.595106895780191,0.172700569732115,144.902096547049
0.971297662239522,0.271485027857125,154.522822637751
0.907883981475607,0.22220065491274,132.26029662254
0.935190097661689,0.354530131677166,187.861140549293
0.738184811547399,0.557742996606976,11.0296332684192
0.900044118287042,0.0808705789968371,0.523726993168971
0.215143290814012,0.249409390380606,53.8270994902351
0.127959446515888,0.138201456516981,29.2136922623508
0.355522375553846,0.660071232588962,35.6468053515729
0.0348799077328295,0.485446929931641,133.914241257586
0.199108336353675,0.0127656438853592,11.3483133389079
0.363906082464382,0.0292670598719269,24.5259145409045
0.946073500905186,0.967412908794358,7.08226995430555
0.212498531211168,0.794945936650038,32.800487381024
0.0842790491878986,0.629143630387262,50.1974890751558
0.146044556051493,0.853197465650737,20.8224407401731
0.298361690249294,0.497600378701463,112.125230189834
0.305685749743134,0.518298856448382,121.957047975969
0.869114950066432,0.813686154782772,4.42103514531477
0.436880905879661,0.303363393060863,68.7045896708061
0.448851213790476,0.493440586375073,224.195613361305
0.26615498890169,0.397541380254552,84.7475201228877
0.650785488775,0.961491715628654,3.05788607420326
0.436609087046236,0.588808826636523,177.107475328785
0.854735385626554,0.176003240281716,93.0832765852167
0.761170602869242,0.758631707401946,-0.973240452364216
0.298816218506545,0.507994801271707,113.882765802296
0.0254486389458179,0.0394603263121098,20.5294157232146
0.213019375689328,0.399994321865961,87.3886944239899
0.423805894097313,0.618778516771272,119.416771625
0.079106614459306,0.378154907841235,180.779785916958
0.52397482120432,0.0891090349759907,84.0939509261421
0.833201533183455,0.998857367783785,5.6483299714745
0.623530429787934,0.352222177898511,48.8983047875305
0.476753510301933,0.304100221721455,61.3181386655278
0.859240118181333,0.936839597299695,-0.0189615938070418
0.687270341441035,0.302335537271574,123.697233697766
0.668076853035018,0.488031280459836,28.7773111589456
0.490286085754633,0.558462395798415,222.41351195136
0.621453857747838,0.236141921486706,134.90566878695
0.701760190073401,0.0298411990515888,-0.727159858354753
0.907726369099692,0.494436654029414,84.2069868854056
0.402282424038276,0.942045569419861,0.703204795634079
0.240841725142673,0.0172548312693834,16.1223445069633
0.863708938006312,0.381097548641264,157.945976706061
0.514935207320377,0.607661650981754,194.53925537894
0.508633569348603,0.558890465879813,215.790745686267
0.284735068213195,0.629437017021701,74.8394798779332
0.322646215790883,0.431329606799409,118.660437792335
0.446182134095579,0.311538895824924,69.1663108699578
0.631137647200376,0.236670413985848,139.891614825932
0.115791141288355,0.622945682844147,59.9373176453123
0.338877349160612,0.81583633669652,18.2198045108446
0.0894121618475765,0.00979030365124345,5.05139480948057
0.499750163871795,0.704315171577036,103.048938595604
0.164660740178078,0.731358725111932,38.5837435461878
0.857401731656864,0.49738860107027,65.1789219366685
0.938651027157903,0.740552430273965,8.21426339858095
0.754459810443223,0.262009602272883,185.218458244507
0.453243050025776,0.551093349698931,226.134627593808
0.38116841064766,0.969013436930254,2.99270924646483
0.224723716964945,0.366272644372657,94.8090506154648
0.408670915290713,0.934421852696687,-0.0793098047929846
0.786096506286412,0.357150903902948,135.163240324643
0.331895447336137,0.302106857066974,77.6213964598038
0.490328422281891,0.345482490956783,66.5247943394518
0.473663381300867,0.926850689807907,-3.46716161869436
0.129698066739365,0.951069721253589,20.7784109450375
0.99364129267633,0.206062278244644,86.1852311055747
0.177357572829351,0.191675217123702,28.4109068126176
0.878343659685925,0.583612396381795,26.9511846075208
0.282781727844849,0.0380590201821178,23.0174494889373
0.826599458232522,0.235781732480973,173.150885602886
0.898548875935376,0.955472336383536,0.74257723004596
0.250530060846359,0.360089613590389,90.5111950667324
0.674831761512905,0.0940943602472544,48.5580296150563
0.512614034116268,0.0930716909933835,87.357253598642
0.12293723388575,0.912444432266057,21.0044491534019
0.597017330816016,0.868629015283659,13.8546457468987
0.87569560459815,0.988139804452658,3.4998181788739
0.0636772860307246,0.360755032859743,182.471679370234
0.954388418234885,0.17799028288573,66.6245452612786
0.270707604475319,0.137647695373744,19.1551063346719
0.0720789635088295,0.132310161134228,54.7967405600736
0.413186027668417,0.117374131223187,65.0491220347173
0.630922092590481,0.565222519217059,79.7194796646049
0.0309878510888666,0.443367294268683,169.299389703108
0.117998221656308,0.708941078511998,34.674888378446
0.560844852589071,0.50113148521632,134.269703949205
0.22980780294165,0.237788202008232,44.3767078015276
0.00153510947711766,0.310315269278362,166.36403818889
0.751171421259642,0.622109217569232,2.84537889897034
0.764318625209853,0.0172425676137209,4.29179885124105
0.199563732836396,0.597617475315928,77.4374059477973
0.85741654294543,0.895468991016969,1.29357894545861
0.133748005144298,0.880917211994529,21.1833028118093
0.2540980912745,0.856716891517863,22.9874699381343
0.315417431294918,0.291325710946694,72.6628682832519
0.608380176592618,0.928408437641338,-2.75376930225902
0.886290668975562,0.111885813530535,14.0388266007632
0.662817160366103,0.763766124146059,55.3877336037289
0.957397196674719,0.501923067495227,86.8585395215462
0.292523265117779,0.0271945069544017,21.7868838734374
0.963439585641026,0.275529020931572,160.894743332026
0.205475519644096,0.80860072770156,29.3536272093485
0.731493239989504,0.281669029733166,168.427081237062
0.983570677926764,0.069000257179141,10.1547849603323
0.554806366097182,0.824548937380314,44.8355009509498
0.214725370751694,0.794264903524891,33.2970549316912
0.237703321734443,0.704812656389549,59.2700310256192
0.509393589803949,0.54387019155547,215.078286849801
0.85119789512828,0.348081381060183,173.43068792573
0.999011664418504,0.904831815510988,14.9408583840451
0.155372514389455,0.639749199850485,68.6718873859602
0.0813764433842152,0.744415699504316,18.9938054268548
0.0894230525009334,0.20714407437481,80.5328975556293
0.478261630050838,0.325982595793903,64.5979095705687
0.890594344120473,0.98706345167011,3.8592023136565
0.556535967625678,0.361481181811541,47.540236973405
0.799649403430521,0.293571586254984,185.162309705733
0.948812413960695,0.730228043626994,9.36165300689996
0.543081794399768,0.402547525241971,69.33543997586
0.406769104767591,0.448902566451579,183.429303977739
0.839224280789495,0.949593377998099,1.14508328626802
0.729933812050149,0.614112141076475,6.06072520885429
0.527127056615427,0.315331359626725,53.1462245596458
0.329128352925181,0.553016563411802,136.128950249291
0.601123813074082,0.255381963448599,108.204128582806
0.794269411824644,0.092923330841586,11.1350815621109
0.957483537960798,0.48856139765121,98.0021862708459
0.702984458534047,0.443046098807827,32.8612401840025
0.108497487613931,0.350113110383973,160.761678291994
0.390468360390514,0.450743052875623,179.757156539197
0.795338636031374,0.542425788706169,23.8624284469945
0.0607950247358531,0.73912091483362,19.0339433297487
0.495196463307366,0.629098973004147,167.797881140747
0.00507952924817801,0.0807871196884662,49.9431677743021
0.201157405506819,0.482191558461636,56.3523762129879
0.348959692055359,0.701767877675593,12.6935247203217
0.835381407756358,0.039743788074702,-0.0284717522370741
0.898944632383063,0.148306060582399,45.28306952472
0.586103961803019,0.83796581835486,37.182980119146
0.279606643598527,0.298478951444849,76.529316859157
0.956903535639867,0.701867990661412,11.7144952449057
0.888392772292718,0.796753409085795,4.93053468805867
0.117564491694793,0.69626225810498,39.2191341135546
0.0549381044693291,0.727799795335159,21.1041414399462
0.485092526301742,0.277812659507617,61.7325727128173
0.717398548964411,0.571600134018809,11.9039727750039
0.865666024386883,0.785869092214853,5.12335539692651
0.256397773278877,0.120349429780617,18.5247756663109
0.679495840799063,0.994215515675023,10.3822537351174
0.511432742001489,0.992534144315869,12.0192635908991
0.809409118723124,0.255804360611364,187.352112680772
0.754322623368353,0.0470165021251887,-2.83795487224852
0.155850192997605,0.375035333447158,131.382124200601
0.188405273016542,0.419020345900208,89.4648729279324
0.0521682936232537,0.00800415128469467,6.24403854876549
0.373706463491544,0.684081286890432,14.4307224024562
0.433116192463785,0.798419816652313,-1.85974509920167
0.355439888080582,0.793488537659869,10.9144409598354
0.0599873072933406,0.409715845715255,183.312710848882
0.757211103802547,0.224711444228888,178.993898793276
0.0255269091576338,0.112008462892845,65.3542731783202
0.398772319080308,0.440892250975594,173.304649892094
0.823290532687679,0.268342171097174,189.204770029955
0.669090362498537,0.884081085212529,5.08913002191103
0.327127595664933,0.393121371278539,107.634156811086
0.18092532036826,0.974351074546576,17.3304032113074
0.701309589669108,0.900137153454125,3.79142914538176
0.884055244037881,0.442540478426963,119.862837152467
0.46010454907082,0.547846253030002,228.968485462174
0.142721683019772,0.7835401550401,20.8015188151623
0.290442973608151,0.229361228877679,39.1445590750758
0.0717237475328147,0.950246867258102,13.4380624409541
0.574191176332533,0.572384889703244,159.238933793984
0.974856469547376,0.835531576769426,10.4889192926302
0.753960657631978,0.465731675503775,39.2632876088662
0.316911117406562,0.947524003917351,-0.658674798546457
0.271343307569623,0.127890889532864,20.1264320629302
0.958274202654138,0.366802952485159,181.560253025203
0.640929128509015,0.853858943795785,18.8795392408184
0.754001469817013,0.218368543777615,175.418199211149
0.48069741204381,0.771430145949125,34.6083285166722
0.835349644301459,0.116710399277508,24.694305594715
0.686811443418264,0.803347461856902,23.5219571136272
0.107482057064772,0.991762733552605,19.9222283917289
0.569362316513434,0.0471248584799469,31.0147088418495
0.86694538872689,0.420184598071501,129.940548065871
0.0209828643128276,0.516051320591941,102.899853366706
0.7721320358105,0.83221429027617,3.45858242461122
0.130217387573794,0.0334010578226298,8.27240692775625
0.485083509003744,0.892964112106711,-5.74174414953698
0.305035301251337,0.665952474810183,49.2021358547882
0.317584038246423,0.391196455108002,102.968759387904
0.998016349505633,0.585399422096089,40.1634659219279
0.235628329915926,0.0709237363189459,18.8006228652658
0.325970859499648,0.633152901893482,65.0654733655277
0.448481976753101,0.556951062055305,220.605809395761
0.465416210470721,0.593134423019364,189.631420078754
0.687574564246461,0.742185560287908,35.3590127105516
0.103758749552071,0.775239144917578,16.1306243235796
0.065287669422105,0.363483277149498,182.817186703498
0.146704339887947,0.570426455698907,66.9524829497071
0.893758869729936,0.575955304084346,31.2728378606855
0.97282857238315,0.662288249237463,17.5413627830683
0.87451181653887,0.729014660231769,7.52880751309343
0.370628830743954,0.0672296404372901,39.7982291357038
0.577499149600044,0.488393467152491,103.760550065424
0.804525935091078,0.463945088675246,63.0217820819373
0.77975973370485,0.0151555305346847,6.46359968301757
0.276426692027599,0.0129585342947394,18.1299013541404
0.376476555364206,0.466891010291874,184.459697224232
0.308475988684222,0.592971694655716,96.7132180284795
0.21672351215966,0.51637903181836,57.6190274341115
0.0451436606235802,0.954118397086859,8.29491521160104
0.351882946211845,0.920076812617481,1.36336279541923
0.299584297463298,0.983555848477408,1.13254288357009
0.0735378740355372,0.853069289121777,13.4147053710163
0.451056992635131,0.144949679495767,86.3900199707094
0.610896317055449,0.526789343217388,87.9667491433938
0.692877503111959,0.324377933284268,107.052179506521
0.211719729704782,0.634175929706544,80.3636142732138
0.176165527896956,0.483648574911058,63.8398938560651
0.0376172242686152,0.400083948392421,187.861846022445
0.953271445585415,0.583745062816888,34.8982291056783
0.201497070258483,0.447200861759484,68.0085515957852
0.166076191933826,0.500003247521818,64.0254349081102
0.200942497234792,0.458226101938635,63.414780225269
0.194058670895174,0.210883378516883,33.5690776720766
0.446102762594819,0.773218610556796,6.48271557529663
0.0572590376250446,0.406811123015359,184.769641470452
0.303602941334248,0.343834716826677,90.6519976038701
0.0323278044816107,0.723033952293918,21.6557959263079
0.544675835641101,0.511142688337713,162.524332027723
0.379513887688518,0.152236382011324,47.5850781974654
0.58216709876433,0.922489317134023,-3.76992293278212
0.211089881137013,0.17422413174063,17.5883844290391
0.811885867035016,0.113900856347755,26.6160818971874
0.257380089955404,0.215388553682715,31.1119215292768
0.357179667800665,0.691303556784987,13.6487464429008
0.930851462064311,0.265509308082983,165.85485089907
0.847002768423408,0.118705084081739,24.5161895241658
0.636226441245526,0.507041986333206,52.3390837337339
0.621126278536394,0.871614348841831,11.6625974857402
0.500174518441781,0.027159757213667,22.1512258916567
0.0309484854806215,0.734938888112083,19.6671567083322
0.499350503087044,0.159909633919597,112.070053052995
0.47612841706723,0.357135136378929,77.7267331317159
0.623531141318381,0.434082576306537,39.2118774258392
0.845787038328126,0.0720319761894643,-1.97681273501937
0.113215101417154,0.322073351591825,144.998000585905
0.965405333321542,0.595875828759745,31.7924036966856
0.542734678369015,0.0813288181088865,74.6401027729132
0.487897345330566,0.454074733890593,163.48213459374
0.0230076711159199,0.75392051320523,16.9327181579535
0.950146389659494,0.0296347355470061,12.0264605145261
0.259691413491964,0.123332855757326,18.7296918010304
0.269452808890492,0.317469337256625,84.2690893964492
0.413127617212012,0.953383227111772,2.28139497663832
0.788365240441635,0.596201576525345,10.2871451367394
0.6012934432365,0.290355916600674,78.9372518986723
0.118716461583972,0.535269431537017,74.5489893409387
0.886430352693424,0.493857291061431,78.1834445428086
0.776697437046096,0.426529840799049,72.6501669707909
0.724084871588275,0.885251641273499,4.8354702323833
0.647886274149641,0.973684494383633,5.15598342979438
0.461681175744161,0.87912691780366,-5.77555952032868
0.255256536416709,0.975169614888728,4.13216412305796
0.429330355720595,0.985167888924479,9.44428090612914
0.1562129331287,0.0205613593570888,7.93430823708979
0.0804627013858408,0.81471138750203,13.006953094214
0.858355096075684,0.762914750026539,5.51929266073571
0.831024261424318,0.184377732919529,113.792472380247
0.0805451010819525,0.746425962075591,18.5389883161029
0.450137777719647,0.0164255176205188,16.4825807563505
0.139246695442125,0.0266821766272187,7.61893713556773
0.595516867702827,0.285249646985903,80.2152099784147
0.264750398462638,0.227995917433873,37.5323671332185
0.528318095719442,0.886625301791355,-1.23693693492276
0.967836774885654,0.918318894691765,8.11996676366367
0.497326627140865,0.110037674894556,97.9913704256936
